State,County,Returns Total,Total AGI,Outflow,Outflow AGI,Inflow,Inflow AGI,Net Inflow(Outflow),Percentage Flow,Latitude,Longitude
TN,Sevier County,34661,1784555,2991,115848,3029,140198,38,0.11,35.795345000000005,-83.518496
IN,Pulaski County,4567,254912,311,12506,316,10763,5,0.109,41.045272,-86.692538
IA,Keokuk County,3663,192784,207,8456,211,7959,4,0.109,41.331182,-92.167721
NC,Jackson County,12046,684304,1166,47866,1179,63487,13,0.10800000000000001,35.281052,-83.119962
MO,Lawrence County,12296,603286,1085,42552,1098,43720,13,0.106,37.106590000000004,-93.830551
KY,Rockcastle County,4742,213593,298,10114,303,10481,5,0.105,37.36105,-84.314368
TN,Lewis County,3841,183217,264,9091,268,10649,4,0.10400000000000001,35.523244,-87.496983
AR,Boone County,11975,660747,838,32970,850,33112,12,0.1,36.304299,-93.079236
NC,Warren County,6036,253499,449,15913,455,21660,6,0.099,36.398105,-78.099899
NY,Clinton County,30466,1798988,1151,60913,1181,56075,30,0.098,44.752712,-73.70564300000001
OK,Craig County,4112,193451,327,13388,331,9836,4,0.09699999999999999,36.76389,-95.201553
CA,San Bernardino County,697466,42198055,47252,2453323,47926,2300220,674,0.09699999999999999,34.85722,-116.181197
MN,Itasca County,16557,1049823,791,39628,807,46373,16,0.09699999999999999,47.490817,-93.611102
UT,Summit County,16159,2829031,1808,195138,1823,433590,15,0.09300000000000001,40.87206,-110.96848600000001
AL,Talladega County,25231,1282108,1638,72932,1661,70022,23,0.091,33.369314,-86.17593000000001
WI,Sheboygan County,47249,3263163,1987,112792,2030,103177,43,0.091,43.741232000000004,-87.731516
SD,Bon Homme County,2215,118190,113,5262,115,4299,2,0.09,42.985799,-97.884199
FL,Gadsden County,15580,693817,1077,36610,1091,40002,14,0.09,30.578687,-84.612607
NH,Cheshire County,29945,2173431,1915,117694,1942,119683,27,0.09,42.92546,-72.248183
SD,Pennington County,42842,3003982,4569,234955,4607,265671,38,0.08900000000000001,44.002349,-102.823801
MI,Jackson County,56223,3430633,2802,155710,2851,138193,49,0.087,42.248474,-84.420868
MO,Shelby County,2298,107507,95,2834,97,3480,2,0.087,39.797531,-92.088719
TX,Limestone County,7019,348178,514,21714,520,23231,6,0.085,31.547543,-96.593623
MI,Delta County,14156,794902,571,25783,583,25560,12,0.085,45.805229,-86.901938
KY,Daviess County,35825,2241060,1636,79669,1666,76280,30,0.084,37.731671,-87.08713900000001
MI,Lenawee County,36200,2120869,1886,94370,1916,93679,30,0.083,41.896021999999995,-84.07435600000001
WV,Randolph County,9782,492228,442,16114,450,22585,8,0.08199999999999999,38.781095,-79.867788
MN,McLeod County,14582,957427,934,50317,946,42672,12,0.08199999999999999,44.821657,-94.272323
KY,Harrison County,6210,330851,417,16655,422,17835,5,0.081,38.444578,-84.334131
MD,Calvert County,34506,3363678,2543,188416,2571,187875,28,0.081,38.522719,-76.529762
UT,Salt Lake County,394682,32171645,25040,1557230,25351,1516484,311,0.079,40.667883,-111.92424
IL,Hardin County,1259,65745,43,1256,44,1296,1,0.079,37.517852000000005,-88.266148
NH,Hillsborough County,167702,15064886,11580,863493,11713,780878,133,0.079,42.911532,-71.723055
WY,Big Horn County,3872,205563,262,12455,265,10411,3,0.077,44.525117,-107.994848
KY,Logan County,9059,474195,557,19031,564,21481,7,0.077,36.859607000000004,-86.881288
IA,Marion County,11891,925276,726,38122,735,39768,9,0.076,41.331455,-93.093849
MT,Gallatin County,42110,3616117,4842,247903,4874,308232,32,0.076,45.518054,-111.163921
SC,Chester County,10809,503586,650,23945,658,28606,8,0.07400000000000001,34.689341999999996,-81.161249
IN,Starke County,8123,415100,552,19833,558,22691,6,0.07400000000000001,41.284478,-86.644636
MA,Franklin County,28915,1886927,1782,116184,1803,84377,21,0.073,42.584503999999995,-72.591792
IL,Effingham County,13874,992355,657,34769,667,29061,10,0.07200000000000001,39.047945,-88.592849
MO,Audrain County,8417,424841,505,18255,511,17116,6,0.071,39.214481,-91.843418
WI,Price County,5710,289682,325,14735,329,18807,4,0.07,45.679072,-90.35965
TN,Weakley County,9969,514333,705,25271,712,25509,7,0.07,36.303596,-88.721194
MO,Lafayette County,11630,665626,814,34745,822,34985,8,0.069,39.068705,-93.802639
KY,Livingston County,3042,151253,259,9600,261,10014,2,0.066,37.209517,-88.363426
KY,Campbell County,33253,2584463,2961,168908,2983,164798,22,0.066,38.946981,-84.379583
PA,Northumberland County,34768,1857310,1729,72032,1751,69050,22,0.063,40.851524,-76.709877
IN,Perry County,6827,381203,325,13220,329,11924,4,0.059000000000000004,38.081436,-86.62654
KY,Green County,3486,150435,204,5963,206,6711,2,0.057,37.275382,-85.57848299999999
KY,Fulton County,1758,75968,165,4619,166,4640,1,0.057,36.552510999999996,-89.187659
IA,Mills County,5326,398026,361,18823,364,19693,3,0.055999999999999994,41.033703,-95.619101
KS,Republic County,1915,92125,74,2158,75,3037,1,0.052000000000000005,39.828905999999996,-97.650883
NC,Swain County,6256,289141,392,13879,395,19431,3,0.048,35.568849,-83.465614
MI,Ionia County,21561,1233253,1545,64674,1555,64852,10,0.046,42.94465,-85.073766
KY,Estill County,4334,189700,204,6665,206,8018,2,0.046,37.692448999999996,-83.963983
ID,Caribou County,2233,131678,143,5990,144,7935,1,0.045,42.786072,-111.544273
WV,Webster County,2434,137105,100,3092,101,3415,1,0.040999999999999995,38.483459,-80.44905200000001
SC,Greenwood County,22716,1255828,1333,58310,1342,65457,9,0.04,34.155796,-82.127876
MI,Shiawassee County,26326,1439584,1647,70599,1657,71216,10,0.038,42.951545,-84.14635200000001
FL,Escambia County,109261,6607617,10171,516907,10211,563282,40,0.037000000000000005,30.611638,-87.3389
TN,McNairy County,8129,384993,550,19745,553,21154,3,0.037000000000000005,35.175375,-88.56374
VT,Washington County,25040,1733490,1609,81954,1618,91771,9,0.036000000000000004,44.274988,-72.609514
WI,Brown County,104574,8205186,5412,368842,5450,291728,38,0.036000000000000004,44.474024,-87.99613000000001
GA,Upson County,8303,397721,486,16456,489,16870,3,0.036000000000000004,32.881837,-84.292283
MI,Tuscola County,20136,1020327,1129,46043,1136,41746,7,0.035,43.487902000000005,-83.43661800000001
KY,Woodford County,9616,770577,768,40730,771,40279,3,0.031,38.043103,-84.748855
AL,Jackson County,16698,868072,890,38548,895,43330,5,0.03,34.764114,-85.980056
MO,McDonald County,6761,303931,630,20356,632,21201,2,0.03,36.630218,-94.343956
SC,Clarendon County,10323,464190,700,25457,703,31234,3,0.028999999999999998,33.664682,-80.217889
OR,Umatilla County,24773,1401640,1520,65197,1527,63221,7,0.027999999999999997,45.5912,-118.73388
NC,Gates County,3629,197139,223,8388,224,8529,1,0.027999999999999997,36.442135,-76.70235500000001
NC,Richmond County,14170,620608,702,25498,706,23275,4,0.027999999999999997,35.004636,-79.75569499999999
MS,Grenada County,7288,360906,447,17175,449,16487,2,0.027000000000000003,33.770031,-89.80274
TX,Anderson County,15135,794004,1147,49593,1151,54046,4,0.026000000000000002,31.841261,-95.661727
IN,Spencer County,7575,545439,458,20315,460,20802,2,0.026000000000000002,38.009696999999996,-87.010375
VT,Caledonia County,12024,650589,653,31019,656,30414,3,0.025,44.468790999999996,-72.11216800000001
OK,Pittsburg County,13658,724920,858,36850,861,38629,3,0.022000000000000002,34.925540000000005,-95.74813
CA,Kern County,267816,16042897,11960,677103,12019,546539,59,0.022000000000000002,35.346629,-118.729506
OR,Hood River County,9166,684461,743,39852,745,55418,2,0.022000000000000002,45.511775,-121.655976
FL,Jackson County,14204,688561,1015,35563,1018,38688,3,0.021,30.789248999999998,-85.208814
NY,Ontario County,43465,3391169,2889,171878,2898,182461,9,0.021,42.856357,-77.303497
CT,Middlesex County,66080,6490994,4773,391128,4785,335377,12,0.018000000000000002,41.433003,-72.52278000000001
OK,Cherokee County,13242,663079,1045,42074,1047,42011,2,0.015,35.904367,-94.996796
PA,Somerset County,28544,1536874,991,43335,995,45073,4,0.013999999999999999,39.981297,-79.028486
PA,Schuylkill County,54816,3176511,2193,109625,2200,100573,7,0.013000000000000001,40.703682,-76.217788
PA,Berks County,164052,11494526,7126,542622,7144,360072,18,0.011000000000000001,40.413957,-75.92685999999999
PA,Bucks County,259480,28567570,13881,1154922,13909,1177325,28,0.011000000000000001,40.336887,-75.10706
TN,Hamblen County,20636,1107302,1496,58248,1498,60982,2,0.01,36.218396999999996,-83.266071
OH,Lawrence County,20356,1066043,972,39055,974,36960,2,0.01,38.603866,-82.517186
VA,Wythe County,10025,507776,537,21335,538,21612,1,0.01,36.899867,-81.083001
WI,Clark County,12109,700796,676,28492,677,26716,1,0.008,44.739346000000005,-90.609953
IN,Knox County,12937,762394,706,26744,707,26209,1,0.008,38.688390999999996,-87.420354
MI,Livingston County,73672,6998950,5346,360623,5349,371495,3,0.004,42.602532000000004,-83.91171800000001
MI,Midland County,31566,3143163,2195,201406,2196,141193,1,0.003,43.648203,-84.379414
ND,Slope County,266,19030,-1,-1,-1,-1,0,0.0,46.445834000000005,-103.462462
VA,King and Queen County,2484,136646,218,8620,218,8403,0,0.0,37.717772,-76.90558100000001
UT,Piute County,401,15889,23,1019,23,843,0,0.0,38.335881,-112.129375
NE,Thurston County,2114,99307,112,3280,112,3589,0,0.0,42.154061,-96.53394300000001
NE,Sioux County,401,15764,-1,-1,-1,-1,0,0.0,42.470667999999996,-103.73217
CA,Trinity County,3487,183469,249,12485,249,10982,0,0.0,40.647803,-123.114476
ID,Cassia County,7200,395147,619,23909,619,30182,0,0.0,42.282313,-113.626328
TX,Young County,5956,409802,374,20160,374,19229,0,0.0,33.158778000000005,-98.67839000000001
NM,Harding County,244,9468,-1,-1,-1,-1,0,0.0,35.858515999999995,-103.847925
NE,McPherson County,166,7622,-1,-1,-1,-1,0,0.0,41.648414,-101.120851
CO,Hinsdale County,291,20953,-1,-1,-1,-1,0,0.0,37.821165,-107.33826100000002
ID,Clark County,239,10038,-1,-1,-1,-1,0,0.0,44.290217999999996,-112.35461299999999
NE,Grant County,255,14127,-1,-1,-1,-1,0,0.0,41.913957,-101.755965
KS,Russell County,2549,120326,144,5440,144,4981,0,0.0,38.91604,-98.770949
ND,Golden Valley County,641,42119,-1,-1,-1,-1,0,0.0,46.938924,-103.844612
VA,Highland County,894,40428,26,1154,26,1427,0,0.0,38.366243,-79.564472
KS,Wallace County,565,29576,-1,-1,-1,-1,0,0.0,38.926626,-101.771103
MT,Wibaux County,355,18800,-1,-1,-1,-1,0,0.0,46.962965999999994,-104.274518
NV,Mineral County,1488,71723,116,5637,116,3806,0,0.0,38.516647,-118.416279
ND,Nelson County,1213,79363,52,1676,52,1861,0,0.0,47.918667,-98.20442800000001
NE,Dundy County,647,28832,-1,-1,-1,-1,0,0.0,40.180165,-101.681133
NE,Arthur County,149,4384,-1,-1,-1,-1,0,0.0,41.57193,-101.69591700000001
NE,Banner County,235,9936,-1,-1,-1,-1,0,0.0,41.53975,-103.726263
NE,Blaine County,172,5573,-1,-1,-1,-1,0,0.0,41.931945,-99.99640699999999
ND,Sheridan County,500,23369,22,1027,22,950,0,0.0,47.581359,-100.330986
MT,Petroleum County,153,5881,-1,-1,-1,-1,0,0.0,47.141917,-108.226575
NE,Keya Paha County,301,13201,-1,-1,-1,-1,0,0.0,42.875479999999996,-99.718351
NE,Pawnee County,996,48209,41,1706,41,1055,0,0.0,40.13785,-96.245225
IA,Humboldt County,3598,247059,196,9110,196,9487,0,0.0,42.782221,-94.202775
MI,Osceola County,7877,372801,657,25447,657,25326,0,0.0,43.997552,-85.322283
MT,Carter County,482,24460,-1,-1,-1,-1,0,0.0,45.516825,-104.51532399999999
AR,Calhoun County,1490,83730,85,2903,85,3226,0,0.0,33.56046,-92.513879
TX,Loving County,28,2788,-1,-1,-1,-1,0,0.0,31.844935999999997,-103.561229
TX,Gregg County,41650,2575835,3705,185950,3705,173707,0,0.0,32.486397,-94.816276
IA,Ida County,2670,191511,151,6615,151,6344,0,0.0,42.39186,-95.507421
TX,Hall County,896,39402,62,2602,62,1988,0,0.0,34.655623,-100.76389300000001
TX,King County,89,4088,-1,-1,-1,-1,0,0.0,33.614268,-100.245345
SD,Stanley County,1195,87700,107,6066,107,6446,0,0.0,44.415547,-100.749163
TX,Kenedy County,111,5121,-1,-1,-1,-1,0,0.0,26.890213,-97.591143
IA,Lyon County,4218,285299,161,6966,161,7124,0,0.0,43.38358,-96.207201
NY,Warren County,26650,1872000,1999,102448,1999,103801,0,0.0,43.555105,-73.838139
MO,Greene County,100170,6532717,7757,357441,7756,370778,-1,-0.001,37.258196000000005,-93.340641
MT,Lake County,9848,515493,787,32389,786,44115,-1,-0.01,47.642901,-114.08368700000001
OH,Clark County,50092,2729496,2610,113297,2605,107490,-5,-0.01,39.917032,-83.783676
CA,Stanislaus County,178333,11230243,9340,495180,9320,458844,-20,-0.011000000000000001,37.562315999999996,-121.002831
KS,Pottawatomie County,8315,592820,744,40487,743,42266,-1,-0.012,39.382187,-96.337113
CA,Lassen County,7602,480529,651,35182,650,29569,-1,-0.013000000000000001,40.721086,-120.629952
MS,Itawamba County,7251,374426,547,19028,546,18504,-1,-0.013999999999999999,34.281075,-88.363127
NM,Rio Arriba County,13065,608059,666,30024,664,27833,-2,-0.015,36.509669,-106.693983
OH,Butler County,135030,9868136,9612,534745,9589,490133,-23,-0.017,39.439747,-84.56573399999999
IA,Hamilton County,5652,386420,335,16450,334,15265,-1,-0.018000000000000002,42.390768,-93.709198
SC,Sumter County,35798,1746685,2918,127137,2911,121537,-7,-0.02,33.916140000000006,-80.38237600000001
CA,San Luis Obispo County,103543,8673110,6568,422982,6547,503181,-21,-0.02,35.385224,-120.447544
IA,Linn County,85638,6763789,4768,346197,4750,245263,-18,-0.021,42.077951,-91.597674
MO,Dent County,4687,207264,297,10119,296,11092,-1,-0.021,37.603072,-91.489717
OH,Ross County,25923,1420423,1332,56640,1326,54199,-6,-0.023,39.323896999999995,-83.059536
UT,Davis County,108177,9425533,10296,617917,10270,594401,-26,-0.024,41.037559,-112.201943
IN,Jasper County,11908,737397,800,37004,797,36462,-3,-0.025,41.017688,-87.118814
IA,Cedar County,7063,387343,494,26138,492,23944,-2,-0.027999999999999997,41.77236,-91.132611
IN,Wells County,10567,654915,671,29122,668,27617,-3,-0.027999999999999997,40.735273,-85.212974
IN,Rush County,6267,354577,441,17157,439,18032,-2,-0.032,39.622378999999995,-85.46644599999999
KY,McCracken County,23646,1632599,1577,80039,1569,73032,-8,-0.034,37.054111,-88.71245400000001
WV,Brooke County,8623,492575,492,20922,489,20448,-3,-0.035,40.272645000000004,-80.578691
MO,Randolph County,8119,429373,545,20648,542,20684,-3,-0.037000000000000005,39.439249,-92.492959
IA,Harrison County,5318,332295,302,13389,300,15248,-2,-0.038,41.688584000000006,-95.827149
MS,Prentiss County,7460,348772,429,14367,426,12632,-3,-0.04,34.620566,-88.522184
OH,Meigs County,7476,371028,342,11632,339,15000,-3,-0.04,39.089807,-82.028397
TX,San Augustine County,2507,112322,175,6160,174,10122,-1,-0.04,31.382448999999998,-94.16318000000001
GA,Coffee County,11819,539041,610,21439,605,19309,-5,-0.042,31.549245000000003,-82.84494000000001
MS,Panola County,11303,504460,634,23340,629,24267,-5,-0.044000000000000004,34.365204999999996,-89.963065
OH,Van Wert County,11163,625094,623,24920,618,24492,-5,-0.045,40.85552,-84.585775
ND,Ramsey County,4493,293826,268,11580,266,10605,-2,-0.045,48.266163,-98.73903100000001
DE,New Castle County,209473,17550167,11183,817252,11086,734691,-97,-0.046,39.575915,-75.644132
AR,Pope County,19506,1166297,1351,54437,1342,60182,-9,-0.046,35.456557000000004,-93.026818
SD,Day County,2117,113406,102,3690,101,5022,-1,-0.047,45.355160999999995,-97.58143000000001
OK,Oklahoma County,257177,19814304,19687,1105979,19565,1082976,-122,-0.047,35.554611,-97.409401
NJ,Burlington County,175353,16304726,11794,835003,11709,751995,-85,-0.048,39.875786,-74.66300600000001
OH,Highland County,14459,687050,968,36062,961,37134,-7,-0.048,39.184422,-83.601359
TN,Gibson County,16460,842545,1160,46107,1152,47180,-8,-0.049,35.991632,-88.933812
NE,Box Butte County,4081,247820,255,13920,253,11076,-2,-0.049,42.21038,-103.081779
AL,Lee County,47070,3292931,4706,221088,4683,269264,-23,-0.049,32.604064,-85.353048
MD,Carroll County,65930,6174528,4200,299699,4166,290397,-34,-0.052000000000000005,39.563331,-77.015328
TX,Duval County,3421,144881,204,7911,202,7429,-2,-0.057999999999999996,27.681123,-98.497393
PA,Bedford County,18796,1002337,688,27188,677,36920,-11,-0.059000000000000004,39.998634,-78.494747
AL,Houston County,34076,2174907,2672,115264,2652,118412,-20,-0.059000000000000004,31.158183,-85.29641099999999
KY,Monroe County,3416,148004,152,4630,150,3899,-2,-0.059000000000000004,36.714077,-85.71350799999999
IL,White County,5016,296719,257,10660,254,10058,-3,-0.06,38.087326000000004,-88.178623
GA,Peach County,8318,478257,943,35592,938,41893,-5,-0.06,32.571324,-83.831978
CA,Mono County,4846,363248,526,26081,523,36746,-3,-0.062,37.915836,-118.87516699999999
NM,Grant County,9581,463163,621,27811,615,30611,-6,-0.063,32.732087,-108.381504
AR,Yell County,6347,285982,460,16141,456,17156,-4,-0.063,34.997713,-93.408303
MS,Lincoln County,10831,606948,565,22478,558,24582,-7,-0.065,31.535216,-90.45356600000001
MT,Roosevelt County,3065,150013,171,8026,169,8967,-2,-0.065,48.282747,-104.99517
AL,Chambers County,10758,550450,792,33311,785,27038,-7,-0.065,32.915504,-85.394032
PA,Westmoreland County,147298,10465467,6146,337388,6048,333459,-98,-0.067,40.311068,-79.466688
OK,Sequoyah County,11931,568313,828,32370,820,31222,-8,-0.067,35.502435,-94.750757
TX,Crane County,1491,99844,100,9058,99,4537,-1,-0.067,31.422796,-102.487774
KS,Stafford County,1501,72788,75,3617,74,3196,-1,-0.067,38.03563,-98.719889
NV,Humboldt County,5853,416941,485,29518,481,23434,-4,-0.068,41.407914,-118.127591
OH,Paulding County,7269,369667,397,15491,392,15784,-5,-0.069,41.118947999999996,-84.582125
AZ,Apache County,18813,796008,1750,60646,1737,62721,-13,-0.069,35.385084,-109.490172
NY,Delaware County,16024,856085,1050,50177,1039,54196,-11,-0.069,42.193985999999995,-74.966728
MS,Jones County,20777,1114408,1125,40828,1110,42570,-15,-0.07200000000000001,31.616601,-89.168532
OH,Mercer County,16760,1081512,689,29509,677,33484,-12,-0.07200000000000001,40.535333,-84.632059
IA,Benton County,9616,682239,611,29462,604,28781,-7,-0.073,42.092546999999996,-92.05763
VA,Greensville County,2712,126340,273,8998,271,8479,-2,-0.07400000000000001,36.680336,-77.560277
NC,Columbus County,16214,732947,778,26442,766,26425,-12,-0.07400000000000001,34.261602,-78.639308
VA,Halifax County,12051,597809,503,21435,494,20932,-9,-0.075,36.766461,-78.939614
MS,Alcorn County,10661,578319,613,25658,605,22803,-8,-0.075,34.886569,-88.581109
NE,Holt County,3971,194583,181,7954,178,7584,-3,-0.076,42.459286999999996,-98.784766
OK,Osage County,13184,783189,1372,84663,1362,66108,-10,-0.076,36.624299,-96.408112
GA,Washington County,6321,333601,247,12510,242,8477,-5,-0.079,32.971843,-82.798112
GA,Mitchell County,6281,274149,417,12828,412,11912,-5,-0.08,31.228996999999996,-84.192038
WI,Winnebago County,66286,4741916,4804,267483,4751,238026,-53,-0.08,44.085707,-88.668149
WI,Taylor County,7522,374263,414,18927,408,17795,-6,-0.08,45.211656,-90.504853
MI,Eaton County,41659,2691758,3848,187005,3814,168361,-34,-0.08199999999999999,42.589529999999996,-84.84645
GA,Glynn County,27954,1951400,2248,113217,2225,163108,-23,-0.08199999999999999,31.212709999999998,-81.49645
TN,Decatur County,3631,170398,221,8031,218,9768,-3,-0.083,35.603136,-88.110292
WI,Manitowoc County,32493,2044450,1456,68368,1429,74912,-27,-0.083,44.156137,-87.577352
VA,Franklin County,19320,1165143,1163,67251,1147,88055,-16,-0.083,36.991186,-79.882715
PA,Luzerne County,127435,7470104,5210,252922,5104,217332,-106,-0.083,41.172787,-75.976035
IL,Wayne County,5979,309876,266,10740,261,10381,-5,-0.084,38.431857,-88.43243000000001
OH,Geauga County,36651,4022005,2272,165597,2241,187461,-31,-0.085,41.499322,-81.173505
MI,Macomb County,351265,22895048,18123,1076090,17820,841068,-303,-0.086,42.671553,-82.911456
IN,Decatur County,10089,583860,695,29994,686,30476,-9,-0.08900000000000001,39.30598,-85.499831
SD,Todd County,2236,82736,116,3301,114,3434,-2,-0.08900000000000001,43.208794,-100.70766400000001
VA,Amherst County,11172,602412,777,32424,767,36169,-10,-0.09,37.629304,-79.154667
KY,Henry County,5451,301940,465,18545,460,20309,-5,-0.092,38.451383,-85.119647
CO,Logan County,6534,404700,478,49202,472,18814,-6,-0.092,40.728091,-103.090464
IL,Edgar County,6530,364993,290,11136,284,10504,-6,-0.092,39.679037,-87.74710999999999
KY,Boyd County,14993,890966,1018,44224,1004,42577,-14,-0.09300000000000001,38.360003999999996,-82.68140600000001
WY,Johnson County,3228,212330,266,12856,263,16255,-3,-0.09300000000000001,44.044048,-106.58854099999999
IL,Clinton County,13930,1032834,790,35463,777,36257,-13,-0.09300000000000001,38.606295,-89.42622800000001
WI,Pierce County,14877,1128067,1276,70774,1262,72403,-14,-0.094,44.725336,-92.42627900000001
IL,Stark County,2111,125789,109,4329,107,4278,-2,-0.095,41.096908,-89.797411
PA,Delaware County,215856,21633866,13143,1022389,12936,1031557,-207,-0.096,39.916685,-75.398818
OH,Auglaize County,18473,1223460,1049,49525,1031,53235,-18,-0.09699999999999999,40.561309,-84.224018
GA,Laurens County,15514,813517,839,32997,824,32960,-15,-0.09699999999999999,32.39322,-82.926317
CA,Kings County,41871,2281083,3241,158136,3200,136878,-41,-0.098,36.072478000000004,-119.81553000000001
MO,Jasper County,38881,2143279,2995,127152,2957,118995,-38,-0.098,37.205197,-94.337259
IL,Whiteside County,22472,1308511,1004,45531,982,40787,-22,-0.098,41.750673,-89.911005
TX,Kinney County,1012,54273,61,3050,60,2965,-1,-0.099,29.347085999999997,-100.4177
MS,Pontotoc County,10010,502859,693,25807,683,23074,-10,-0.1,34.227081,-89.037239
MN,Fillmore County,7977,470097,487,21767,479,21690,-8,-0.1,43.679187,-92.093937
MN,Sibley County,5893,353593,380,16347,374,17242,-6,-0.102,44.575734000000004,-94.23012299999999
GA,Gwinnett County,299933,21122144,29711,1702570,29403,1547978,-308,-0.10300000000000001,33.959146000000004,-84.023087
SC,Richland County,133628,9236084,13121,708782,12983,617870,-138,-0.10300000000000001,34.029095,-80.898037
WY,Laramie County,37457,2658257,3187,168850,3148,169359,-39,-0.10400000000000001,41.29283,-104.660395
IA,Jefferson County,5795,351551,436,18167,430,9155,-6,-0.10400000000000001,41.005888,-91.966634
NJ,Salem County,23738,1654117,1453,76133,1428,74434,-25,-0.105,39.573828000000006,-75.35735600000001
MI,Kent County,241824,18943617,14235,813407,13979,793296,-256,-0.106,43.032497,-85.547446
IN,Pike County,4512,251698,264,9462,259,12490,-5,-0.111,38.397960999999995,-87.232547
NC,Cumberland County,102086,5273214,13926,621721,13809,544401,-117,-0.115,35.050191999999996,-78.82871899999999
OK,Adair County,5960,241880,395,12941,388,13006,-7,-0.11699999999999999,35.898043,-94.651026
IN,Clinton County,11990,639826,754,32476,740,27459,-14,-0.11699999999999999,40.305944000000004,-86.47756700000001
WI,Green County,15288,1037967,911,49351,893,48226,-18,-0.11800000000000001,42.675521999999994,-89.605074
VA,Campbell County,19471,1165334,1721,67907,1698,69489,-23,-0.11800000000000001,37.210152,-79.095428
OH,Hancock County,29414,2066780,1858,98847,1823,96826,-35,-0.11900000000000001,41.000471000000005,-83.666034
PA,Huntingdon County,15773,899796,656,28380,637,31815,-19,-0.12,40.422311,-77.968595
MI,Berrien County,57297,3688038,3341,192080,3272,208735,-69,-0.12,41.791382,-86.74254300000001
WY,Platte County,3304,202745,227,10096,223,10986,-4,-0.121,42.131593,-104.95396299999999
CA,Mendocino County,30616,1834542,1819,104702,1782,112445,-37,-0.121,39.432388,-123.442881
NC,Sampson County,19828,957551,1111,36322,1087,36462,-24,-0.121,34.989298,-78.371174
ME,Penobscot County,54471,3239598,3068,148356,3002,139529,-66,-0.121,45.409284,-68.666616
OH,Williams County,14752,789984,743,31475,725,28052,-18,-0.122,41.564959,-84.584324
PA,Columbia County,23733,1430721,1346,65718,1317,63788,-29,-0.122,41.045517,-76.40426
NE,Nuckolls County,1636,82817,63,3118,61,2879,-2,-0.122,40.176491999999996,-98.046842
WA,King County,870653,118721944,64891,5749471,63819,5370689,-1072,-0.12300000000000001,47.490598999999996,-121.833996
NC,Craven County,34604,2057062,3945,173227,3902,191891,-43,-0.124,35.116828999999996,-77.08131999999999
TX,Bowie County,31066,1830960,2283,113931,2244,96226,-39,-0.126,33.446065000000004,-94.422393
KS,Nemaha County,3955,278977,164,8321,159,6446,-5,-0.126,39.791043,-96.005381
NC,Orange County,45422,5221841,5952,410097,5894,433279,-58,-0.128,36.062526,-79.12003399999999
NC,Martin County,7834,349547,396,12163,386,12209,-10,-0.128,35.847301,-77.119602
NE,Colfax County,3889,213900,289,12152,284,10522,-5,-0.129,41.57496,-97.088945
MI,Genesee County,150229,8714753,7609,365105,7415,337560,-194,-0.129,43.021077000000005,-83.706372
NY,Schuyler County,6968,391515,480,19547,471,24885,-9,-0.129,42.419776,-76.938603
MO,Clark County,2289,110785,155,5870,152,6745,-3,-0.131,40.407275,-91.729472
VA,Pittsylvania County,21590,1141054,1273,50865,1244,48106,-29,-0.134,36.821721000000004,-79.39850200000001
IL,Ogle County,20000,1357017,1296,63323,1269,62221,-27,-0.135,42.041884,-89.320176
IN,Elkhart County,73857,5229975,4043,220939,3940,191600,-103,-0.139,41.600693,-85.863986
NV,Elko County,17906,1405998,1383,84200,1358,78629,-25,-0.14,41.141133,-115.351424
AL,Lamar County,4270,203997,209,7735,203,7785,-6,-0.141,33.787085,-88.08743100000001
OH,Huron County,22722,1256538,1468,59745,1436,55664,-32,-0.141,41.14508,-82.59464100000001
ND,Ransom County,2102,136821,101,4319,98,4848,-3,-0.14300000000000002,46.449276,-97.647554
MS,Yalobusha County,4188,180779,288,10826,282,11875,-6,-0.14300000000000002,34.030666,-89.703807
PA,Mifflin County,17701,888451,637,27610,611,23410,-26,-0.147,40.601615,-77.651832
IN,Daviess County,11484,686658,555,21252,538,19500,-17,-0.14800000000000002,38.696090000000005,-87.076943
IN,Madison County,46779,2493471,2799,115562,2729,108799,-70,-0.15,40.166203,-85.722454
OH,Stark County,147383,9223349,6501,336761,6272,293737,-229,-0.155,40.814131,-81.365667
MO,Callaway County,15366,871930,1208,46405,1184,54731,-24,-0.156,38.835547,-91.923446
TN,Madison County,33945,2062505,2518,118240,2465,105445,-53,-0.156,35.606056,-88.833424
IN,Bartholomew County,30783,2326750,2217,134015,2168,116938,-49,-0.159,39.205843,-85.897999
GA,Early County,3128,132960,189,6135,184,6410,-5,-0.16,31.324191,-84.906723
VA,Prince William County,161889,14842907,17951,1269308,17690,1096015,-261,-0.161,38.701119,-77.479579
OR,Gilliam County,618,36670,53,3002,52,2305,-1,-0.162,45.43059,-120.319901
MI,St. Clair County,62537,3809603,3209,144953,3108,162770,-101,-0.162,42.928803,-82.668913
IL,Lee County,12881,806855,821,40110,800,36904,-21,-0.163,41.747446999999994,-89.299362
NJ,Sussex County,56508,5352440,3779,288682,3685,249112,-94,-0.166,41.137461,-74.691914
IL,Montgomery County,10167,609491,518,23938,501,19934,-17,-0.16699999999999998,39.228068,-89.47814100000001
AL,Coosa County,2993,143833,293,10977,288,11927,-5,-0.16699999999999998,32.931445000000004,-86.243482
MS,Union County,8911,463627,631,25156,616,25651,-15,-0.168,34.489533,-89.002339
